,Author,Level Name,Difficulty,Ratings,Size (MBs),Downloads,Release Date
1298,Gabriel Oliveira,Quest for the Golden Eye,,5.46,16,1537,16-Nov-2009
1299,TRFAN21,Jars of Eternity,,8.32,84,2085,16-Nov-2009
1300,LaraCroftBaby,Hell's Nightmare - Return To Hell,easy,5.69,113,2648,31-Oct-2009
1301,nada,Emotions Time Broke In Two,,6.23,35,1451,31-Oct-2009
1302,Paze,An Adventure,,6.94,354,5094,27-Oct-2009
1303,hmkayfloh,An Adventure,,6.94,354,5094,27-Oct-2009
1304,hannon13,The Probe,,0.80,10,1258,25-Oct-2009
1305,Colin Benson,Quest for Infinata's Eye,,7.94,47,2093,25-Oct-2009
1306,jones110,The Labyrinth,easy,0.59,10,1235,23-Oct-2009
1307,Lukasz Croft,Lara and the Old Abandoned House,,7.78,79,2685,14-Oct-2009
1308,Byte Buster,The Forgotten Adventures,,4.64,377,4837,09-Oct-2009
1309,moon_cn,Bodhisattvas Cimelia,,8.10,49,1995,03-Oct-2009
1310,tombraiderxii,Tomb Raider Conspiracy,,6.82,99,2855,24-Sep-2009
1311,tombraiderluka,Into the Centre of the Earth,,7.15,25,1465,15-Sep-2009
1312,Richard Lawther,Heath Robinson Solutions,,9.14,43,2840,11-Sep-2009
1313,B. Howaito,Doctor Who: Die Klon Chronik,medium,6.64,31,1382,04-Sep-2009
1314,Candylicious,Revenge,,1.86,17,1399,01-Sep-2009
1315,Die Basis,Shakespeare Cliff Revisited,challenging,8.43,47,2749,27-Aug-2009
1316,PH,TR Anniversary Retold - Part 2 Prequel,,7.25,70,4765,26-Aug-2009
1317,Candylicious,Assault,easy,1.20,19,1894,25-Aug-2009
1318,Shader,Area 51,,3.41,16,1442,17-Aug-2009
1319,QRS,Egypt and Beyond - The Complete Adventure,,9.72,385,12173,16-Aug-2009
1320,Slaska,Destroy City,,1.72,17,1307,14-Aug-2009
1321,the Centaur,Tomb Raider Excavation,medium,8.67,39,1933,09-Aug-2009
1322,3spn4life,Search for the Scion,,4.75,25,1868,06-Aug-2009
1323,Lukasz Croft,The Chronicles of Lara Croft - New York 1999,,7.56,98,3304,04-Aug-2009
1324,PH,TombRaider Olkaira 1 - The Stone of Death,,8.03,152,3713,02-Aug-2009
1325,Cain,Cain's Magic Land,,0.66,15,1466,01-Aug-2009
1326,TombMaker,Lance of Oberon - Part 1,,8.20,56,1679,01-Aug-2009
1327,Kosmos,Some Ruins,,7.18,41,1750,30-Jul-2009
1328,AlesJPN,Harbor of Ocean Level3,challenging,9.04,91,3589,30-Jul-2009
1329,Haruka74,Mosquitoes Attack!,medium,3.77,25,1416,29-Jul-2009
1330,Cain,Castle Cain - In the Dark,,0.34,23,1691,27-Jul-2009
1331,Cain,Lara busts on in,,1.73,13,1413,24-Jul-2009
1332,Cain,Search for the Lost Cain,,1.52,15,1318,22-Jul-2009
1333,Sakkemix,The Mysterious House,easy,6.19,29,1821,19-Jul-2009
1334,AngelR,A Stroll Down Memory Lane,,6.76,47,3089,18-Jul-2009
1335,Vinipeix,Akakor - The City Of Gold,,5.64,59,1815,10-Jul-2009
1336,Adriel,Tomb Raider Stigmas (Beta) - City of Lost Sands,,7.13,46,2092,10-Jul-2009
1337,wrebbit,Archaeological Site,,8.80,59,2166,09-Jul-2009
1338,Mikki,Disney Village Nightmare,,8.99,85,3593,08-Jul-2009
1339,tombraiderluka,The Last Obscura Painting,,6.36,25,1574,08-Jul-2009
1340,Cain,Lara vs. Cain,,1.98,19,1574,05-Jul-2009
1341,Nella,Jerusalem - The Dome of the Rock,,7.12,31,1483,04-Jul-2009
1342,LaraCablara,Tomb Raider Expedition,,9.18,34,3713,03-Jul-2009
1343,Cain,Cain on the Bus,,1.98,18,1212,01-Jul-2009
1344,Clara,Lara Croft: I am Legend,,9.61,168,7799,01-Jul-2009
1345,masha,Lara Croft: I am Legend,,9.61,168,7799,01-Jul-2009
1346,illyaine,Meeting Speed Raiding 2 (2009),,6.13,30,1528,30-Jun-2009
1347,Francesco Venco,Remnants Of The Empire,,9.06,71,4043,29-Jun-2009
1348,PH,Egypt Again ... Again,,7.98,77,3239,21-Jun-2009
1349,Bedazzled,Return to the Catacombs,,7.65,45,1527,21-Jun-2009
1350,Taras,Vikings,challenging,9.35,266,5731,15-Jun-2009
1351,God Horus,The Serpent Gemstone,,8.28,118,3418,13-Jun-2009
1352,B. Howaito,Pictures in the Dark,,7.41,37,1441,01-Jun-2009
1353,Charlie Sewell,TR AOD Revised 5-8,,1.80,56,2198,31-May-2009
1354,eRIC,Babylon is Fallen,challenging,9.78,77,4776,26-May-2009
1355,Gabriel Oliveira,Revised Parisian Backstreets,,5.12,23,2450,24-May-2009
1356,Kurtis14,Mystery of the Moon Temple (La Mystere du Temple de Lune),,7.00,107,2141,23-May-2009
1357,WayneScales,The Secrets of Nepal,challenging,9.45,112,3940,18-May-2009
1358,gabiza7,Object Level,,5.52,14,1282,15-May-2009
1359,Gabriel Oliveira,Ship Graveyard,,6.21,23,2471,10-May-2009
1360,Joel,To Coastal City,,4.61,25,1490,07-May-2009
1361,Larafriend,Beyond Revenge lies Redemption (Beta1),,5.77,250,3255,02-May-2009
1362,m.julien,Temple of Vaalbara,,8.16,31,1677,02-May-2009
1363,Lukasz Croft,Tomb of Cairo,,7.38,81,2232,30-Apr-2009
1364,Magpie272,Curse of the Scarab,,5.79,30,1265,23-Apr-2009
1365,Gabriel Oliveira,Thailand Souls,,6.18,24,2190,19-Apr-2009
1366,Skyler Ortega,Abbingdon Estate,,7.69,33,2805,18-Apr-2009
1367,Moylen,Secret of the Bermuda Triangle (Demo),,7.83,27,1646,18-Apr-2009
1368,illyaine,Rock the Easter Boat,easy,8.45,40,2391,13-Apr-2009
1369,herothing,Radioactive Home (Demo),easy,2.87,26,1965,13-Apr-2009
1370,QRS,Castle of Anxiety,challenging,9.01,35,3487,12-Apr-2009
1371,l.m.,The Eastermansion,,8.95,55,4045,11-Apr-2009
1372,PH,Myths - Part 2,,8.33,46,2245,10-Apr-2009
1373,PH,Wheels of Kathar,medium,8.85,309,7876,03-Apr-2009
1374,Skyler Ortega,Tomb Raider - Realms of Destiny,,7.08,188,4360,28-Mar-2009
1375,Skyler Ortega,Tomb Raider - Realms of Destiny - Intro,easy,3.83,27,2076,28-Mar-2009
1376,Raider X,Jungle Ruins NG,,9.25,151,5103,28-Mar-2009
1377,GMac,Jungle Ruins NG,,9.25,151,5103,28-Mar-2009
1378,Lima,Underwater Mine,,8.14,30,2164,27-Mar-2009
1379,Charlie Sewell,TR AOD Revised 2-4,,1.28,37,1825,21-Mar-2009
1380,birdmonster,Search the true Christmas Gift - Remake Part 1,,2.67,65,1523,20-Mar-2009
1381,dennis16,The Last Day in Fayyum,,8.61,48,2235,15-Mar-2009
1382,LadyLara,Baptism of Fire 3 - Almourol Place,medium,7.00,30,1353,12-Mar-2009
1383,Danilo Rocha,The Ancient Knowledge,medium,9.13,41,4257,08-Mar-2009
1384,AngelR,Courel's Sands 2,,7.33,127,2527,05-Mar-2009
1385,Cynthia,Temple of Apocalypse 2,,5.60,44,1355,01-Mar-2009
1386,Michum,The Chamber,medium,8.94,40,4108,28-Feb-2009
1387,Charlie Sewell,TR AOD Revised 1 - Parisien Backstreets,,0.77,14,2126,24-Feb-2009
1388,Leveldesigner,TR Apocalypse 1 - Midnight Madness,,3.27,21,1184,22-Feb-2009
1389,MpGrill,Land of the Lost,,8.16,36,2420,18-Feb-2009
1390,LaraHCroft91,Vision of Future,,8.12,113,6947,15-Feb-2009
1391,nada,"Black in, Black out",,5.16,56,1492,10-Feb-2009
1392,Lukasz Croft,Tomb of Creatures,,8.13,102,2671,09-Feb-2009
1393,PH,TR Anniversary Retold - Part 1,,7.57,303,13693,29-Jan-2009
1394,Teeth,TR Anniversary Retold - Part 1,,7.57,303,13693,29-Jan-2009
1395,Aza,The Skribblerz Stonez 3.5 - Kronicles of Kage 2,,8.83,33,2768,27-Jan-2009
1396,Mateusz Froni,Burning Croft Manor (Demo),easy,5.10,46,2201,18-Jan-2009
1397,flesko,The World Tour,,7.84,64,2039,17-Jan-2009
1398,dead_dance,Natla's Last Mutant Lair,,4.38,18,1213,14-Jan-2009
1399,DarkRaver,Peruvian Brotherhood - Part 1,,7.35,26,1195,13-Jan-2009
1400,miss-anti,Secret Base in Paris (Geheimbasis in Paris),,3.04,28,1394,13-Jan-2009
1401,Raildex,Temple of Shiva,challenging,8.75,54,2448,12-Jan-2009
1402,Stew,Tomb Raider Oblivion - Part 1 (Demo),,3.90,20,1153,11-Jan-2009
1403,MpGrill,Pure Horror,medium,7.50,54,3137,10-Jan-2009
1404,Arakanga,Legacy Christmas,easy,7.28,27,3577,06-Jan-2009
1405,Cain,Heavy Duty Hunting Egyptians,,2.10,21,4383,06-Jan-2009
1406,Cain,Cain's Levelset,,1.22,27,1457,01-Jan-2009
1407,mugs,BtB2009 - Tut's Golden Armour,,7.99,18,1656,01-Jan-2009
1408,Die Basis,BtB2009 - The Mystery of Marsa Matruh,easy,8.94,19,2731,01-Jan-2009
1409,Marksdad,BtB2009 - The Killing Zone,,6.84,16,1351,01-Jan-2009
1410,TC14,BtB2009 - The Deadly Sands of Bastet,challenging,8.89,19,2573,01-Jan-2009
1411,Dutchy,BtB2009 - That One Door,easy,8.19,25,1479,01-Jan-2009
1412,Mr XY,BtB2009 - Sunken,challenging,9.09,21,2766,01-Jan-2009
1413,tweetygwee,BtB2009 - Passage of the Amulet,,7.72,18,1419,01-Jan-2009
1414,Gerty,BtB2009 - Just Another Raid,medium,6.94,20,1202,01-Jan-2009
1415,Neso,BtB2009 - Just a Bowl of Cherries,,7.13,18,1139,01-Jan-2009
1416,Horus,BtB2009 - Heirs of the Medjai,,8.99,21,3212,01-Jan-2009
1417,Thierry  Stoorne,BtB2009 - Finding Zorba,challenging,8.85,20,2064,01-Jan-2009
1418,eRIC,BtB2009 - Curse of Empti Wad,,8.57,25,1831,01-Jan-2009
1419,Razzi,The Mayan Relic,,7.91,56,1688,28-Dec-2008
1420,Wasp,The Skribblerz Stonez 3 - The Tempest Keep,,9.20,126,2841,25-Dec-2008
1421,Kitkat,The Skribblerz Stonez 3 - Further over the Rainbow,,8.54,126,2429,25-Dec-2008
1422,Jonson,The Skribblerz Stonez 3 - Catacombs Reloaded,,8.18,126,2420,25-Dec-2008
1423,GMac,The Skribblerz Stonez 3 - Return to the Loch,,7.96,126,2383,25-Dec-2008
1424,TombsOnTheBrain,The Heart of the Saxons (Demo),easy,3.30,14,1106,24-Dec-2008
1425,White Tiger,LB Advent Calendar 2008 - Lonely Christmas,easy,8.22,36,2699,23-Dec-2008
1426,Bojrkraider,LB Advent Calendar 2008 - Lonely Christmas,easy,8.22,36,2699,23-Dec-2008
1427,Horus,TR Forge Advent Calendar 2008 - Snowqueen,,9.13,35,4056,23-Dec-2008
1428,Codo,TR Forge Advent Calendar 2008 - Snowqueen,,9.13,35,4056,23-Dec-2008
1429,Deadly Flourish,The Artifact of Peru,,4.77,22,1129,22-Dec-2008
1430,Piper,TR Forge Advent Calendar 2008 - Changzhug Monastery,,7.43,20,1537,20-Dec-2008
1431,Clara,LB Advent 2008 - Silent Snowy Place,,9.41,47,3903,18-Dec-2008
1432,masha,LB Advent 2008 - Silent Snowy Place,,9.41,47,3903,18-Dec-2008
1433,Agnes,LB Advent Calendar 2008 - Swiss Xmas 2,easy,7.88,58,2289,15-Dec-2008
1434,Skyler Ortega,Tomb Raider Destruction,,6.97,267,4092,15-Dec-2008
1435,gesticuloo,Moon Mountain (Demo),easy,3.81,57,1729,12-Dec-2008
1436,AngelR,Courel's Sands (Remake),,5.29,103,2137,12-Dec-2008
1437,Lara Croft,LB Advent Calendar 2008 - Black Dream - Part 2,medium,8.96,43,2438,11-Dec-2008
1438,Lara Croft,LB Advent Calendar 2008 - Black Dream - Part 1,easy,7.71,26,1791,10-Dec-2008
1439,gabiza7,TR Forge Advent Calendar 2008 - Mission Cinnamon Star,,7.48,30,1782,10-Dec-2008
1440,Daniel Inhoni,Tomb Raider Underworld Remake (Demo),,0.86,21,2392,09-Dec-2008
1441,Sponge,LB Advent 2008 - Laras Magical Xmas Adventures 4 - Chapel in the Mountains,medium,8.50,130,3566,09-Dec-2008
1442,Ader,Legend of Ancient 4-6,,7.71,69,2066,07-Dec-2008
1443,birdmonster,Search the true Christmas Gift,,2.81,51,1450,07-Dec-2008
1444,Piper,TR Forge Advent Calendar 2008 - Sanctuary of Elements (Demo),,5.89,16,1145,06-Dec-2008
1445,Eva,LB Advent 2008 - Laras Magical Xmas Adventures 3 - Magic Forest,medium,9.17,130,4400,06-Dec-2008
1446,Clara,LB Advent 2008 - Laras Magical Xmas Adventures 2 - The Golden Castle,medium,9.49,130,5115,03-Dec-2008
1447,JesseG,Tomb Raider: The Wolf Whiplash,medium,8.02,28,4750,02-Dec-2008
1448,masha,LB Advent 2008 - Laras Magical Xmas Adventures 1 - The Village / The Finale,medium,9.38,130,4609,01-Dec-2008
1449,Tifa Nazah,TR Forge Advent Calendar 2008 - A Night before Christmas,easy,5.33,81,2163,01-Dec-2008
1450,birdmonster,Adventures of Crazy Land,,3.15,149,2788,01-Dec-2008
1451,Cain,Evil Palace,,0.62,20,1237,30-Nov-2008
1452,Cowboy,TR4 Gold - Fading Light,challenging,9.59,196,8201,30-Nov-2008
1453,Toby_13,The Templars Secret (Demo),,6.79,25,1344,30-Nov-2008
1454,Deadly Flourish,Adventure in Peru (Demo),,3.35,16,1140,30-Nov-2008
1455,Skyler Ortega,Tomb Raider Destruction - Umbrella Corp.,,5.95,30,1726,29-Nov-2008
1456,Slaska,Lara in Monaco,,0.50,17,1627,24-Nov-2008
1457,Samu,Gold of the Aztecs,,8.13,51,2013,21-Nov-2008
1458,MpGrill,The Town of the Doomed,,7.13,69,2203,14-Nov-2008
1459,tweetygwee,Italian Exploration,,9.14,135,3830,10-Nov-2008
1460,Cynthia,Cynnies Dream,,4.45,27,1312,05-Nov-2008
1461,Dark Death,Royal Bengal Tigers,,8.82,89,3368,03-Nov-2008
1462,Brenna,Stone Tower / Water Tower,medium,5.03,19,1693,20-Oct-2008
1463,Christian_c,Tomb Raider City Remake,,7.29,21,1676,16-Oct-2008
1464,wdavid,Lost City Of Delsaracary,easy,7.78,35,1505,13-Oct-2008
1465,Patricia,1000 Feet Under,,9.13,51,3564,07-Oct-2008
1466,Nella,Iraq - Sacred Place,,7.09,28,1368,04-Oct-2008
1467,Razzi,Peru Adventure,,7.86,31,1291,30-Sep-2008
1468,Daoine Sidhe,Climb up,challenging,8.55,21,1566,28-Sep-2008
1469,Daniel Inhoni,Curse of Apollo Ring (Demo),,2.01,17,1084,23-Sep-2008
1470,notbad,The Egypt Adventure,,2.15,21,1165,22-Sep-2008
1471,Razzi,Return to Innocence,,7.66,190,3041,22-Sep-2008
1472,Jirka008,Desert,,4.69,14,1118,22-Sep-2008
1473,PH,Myths - Part 1,,7.89,74,2310,21-Sep-2008
1474,Mr.Croft,Sphere of Gold - The Temple (Demo),,2.16,22,1094,18-Sep-2008
1475,Trix,A Time Odyssey,challenging,9.65,112,5339,11-Sep-2008
1476,notbad,The First Episode,,2.62,20,1200,10-Sep-2008
1477,Binibe,Dark Catacombs,,8.89,55,2562,07-Sep-2008
1478,Cynthia,Scepter of Alastrina,,2.28,37,1339,06-Sep-2008
1479,Cory Smith,La Guardia del Monstruo 2,,7.27,29,1483,05-Sep-2008
1480,l.m.,Fortress Stonerock,,9.70,80,3664,02-Sep-2008
1481,miss-anti,Search for 10 artifacts,,3.05,31,1226,02-Sep-2008
1482,AngelR,Courel's Sands,,4.35,31,1310,29-Aug-2008
1483,Raildex,The forgotten Volcano,,6.30,31,2140,25-Aug-2008
1484,Slaska,Satan Temple,,0.51,14,1629,23-Aug-2008
1485,Cynthia,Temple of Apocalypse,,2.14,16,1140,22-Aug-2008
1486,Cynthia,Cynthia,easy,0.66,15,1267,17-Aug-2008
1487,gabiza7,Gabiza's Final Level,,8.23,36,1996,16-Aug-2008
1488,Lukasz Croft,Underwater Galleries,,7.33,49,2158,14-Aug-2008
1489,Kapitaen,The Tomb of Nephilim,,7.52,23,1318,10-Aug-2008
1490,Human,Lara Croft Manor,easy,7.14,30,4707,05-Aug-2008
1491,Moylen,Malaysian Artifact,,7.48,111,2176,04-Aug-2008
1492,Bamba,The Temple,medium,5.69,10,1768,30-Jul-2008
1493,Sir Croft,The Walks 1 - Close to Gizah,,5.39,15,1200,30-Jul-2008
1494,B. Howaito,The curious ventures of Larson 2 - Forest Tick Tock,,5.81,25,1311,29-Jul-2008
1495,Nusrat,Gargoylian Brotherhood,,7.93,61,1547,27-Jul-2008
1496,Artefactor,Celtic Ruins (TR3),,8.31,101,3839,26-Jul-2008
1497,Sakul,Celtic Ruins (TR3),,8.31,101,3839,26-Jul-2008
1498,B. Howaito,The curious ventures of Larson 1 - Yestermorrow,,4.98,38,1419,25-Jul-2008
1499,Not As We,Qualopec's Tomb,,6.77,24,1320,25-Jul-2008
1500,Lugu,Time Paradox 1 - The Museum,,7.43,38,1712,23-Jul-2008
1501,Cain,Lara in Cain,,1.71,17,1494,20-Jul-2008
1502,Marcos,Multiple Rescue,,8.93,27,4035,12-Jul-2008
1503,Skyler Ortega,Enhanced Anniversary Manor,easy,3.60,24,2972,09-Jul-2008
1504,the Centaur,Baptism of Fire 3 - The Serpent Temple,medium,8.47,34,1573,09-Jul-2008
1505,Amanda Lepore,In Ecstasy,,2.72,37,1809,01-Jul-2008
1506,Chris Cole,High Altitude Imprisonment,,5.07,28,1433,29-Jun-2008
1507,Lukasz Croft,Palms Evil,,7.72,61,1987,29-Jun-2008
1508,Cain,Trapped,,2.37,18,1200,29-Jun-2008
1509,mugs,Next Frontier,,8.29,25,1984,26-Jun-2008
1510,Clara,Lost in Sand - TR Meeting 2008,medium,8.60,38,2323,22-Jun-2008
1511,Lima,Iron Wolf and Golden Eagle,,9.52,68,2944,22-Jun-2008
1512,Jirka008,Ancient Temple,medium,6.07,24,1481,20-Jun-2008
1513,Emanuel Top,Tomb of Water,,7.70,16,1193,18-Jun-2008
1514,Skyler Ortega,Anniversary Manor,easy,2.58,17,2341,15-Jun-2008
1515,Stew,Lara has another Nightmare,,1.29,17,1421,15-Jun-2008
1516,stranger1992,Spectrum,,8.82,31,1704,10-Jun-2008
1517,Roli,Tomb Raider Revelations 3 - The Hand of Rathmore,,9.14,175,5172,09-Jun-2008
1518,Olivia Jones,The Dragqueendom of Olivia Jones,easy,3.18,22,1198,09-Jun-2008
1519,TC14,The Quest of Gold (Gold Edition),very challenging,9.80,378,10429,09-Jun-2008
1520,LaraHCroft91,Return to Egypt,,7.31,62,2275,07-Jun-2008
1521,justin,Marshlands,,9.13,89,3692,04-Jun-2008
1522,tr_lover,London at Night,,4.10,16,1487,02-Jun-2008
1523,tr-jack,Von Croy Tutorial,,2.85,12,1245,31-May-2008
1524,Dark Death,Mine (Bergwerk),,8.22,61,2165,28-May-2008
1525,Amanda Lepore,The Luxurious Lepore Skyscraper,easy,5.36,25,1947,26-May-2008
1526,Lara Croft,Nerkopolis,medium,9.13,102,4146,25-May-2008
1527,Blacksheep,Search for the Amulet,,7.59,17,1342,21-May-2008
1528,Bjorn,Chambers of First Impressions,,6.22,36,1423,20-May-2008
1529,Amanda Lepore,Amanda Lepore 3 - The Return of Amanda Lepore,,6.18,49,1974,16-May-2008
1530,Stew,Elite Weaponry Center - Part 1,,1.44,16,1161,16-May-2008
1531,Dazzle,New York City Demo,,3.72,19,1352,11-May-2008
1532,Amanda Lepore,Amanda Lepore 2,,2.24,49,1861,11-May-2008
1533,Miss Daemonica,Love and Peace,,1.14,21,1310,10-May-2008
1534,Amanda Lepore,Amanda Lepore,,2.67,49,2049,07-May-2008
1535,Sakul,Mikro Level 01,,7.25,16,1234,02-May-2008
1536,Jirka008,Jungle,,5.33,22,1363,01-May-2008
1537,LaraHCroft91,The Book of Destiny,,7.36,86,5911,01-May-2008
1538,Nella,Babylon Pathfinder,,5.70,16,1147,27-Apr-2008
1539,SuperGamer,The Refined Simple 1 -Tomb of the Underworld,,5.40,31,1387,25-Apr-2008
1540,Gabriel Oliveira,The Japan Secret,easy,4.51,15,2004,25-Apr-2008
1541,Stew,The Dungeon of Lana Gol (Demo),,0.37,14,1495,25-Apr-2008
1542,JesseG,Tomb Raider: The Wolf 2,,9.23,91,2520,21-Apr-2008
1543,PH,Egypt Again,,6.01,24,1708,20-Apr-2008
1544,Frank Petser,Four Lost Keys,easy,4.54,10,2347,18-Apr-2008
1545,Clarence Hill,Cebu Castle,medium,8.11,21,1423,13-Apr-2008
1546,miss-anti,Egypt Illusions (Aegypten der Illusion),,1.81,19,1216,04-Apr-2008
1547,gabiza7,Lara in a Dino Box,,6.18,33,1255,03-Apr-2008
1548,Agnes,The Castello Visconteo,easy,8.01,36,1965,02-Apr-2008
1549,Lukasz Croft,"Kabul, Afghanistan - Episode 2",,7.92,79,2193,01-Apr-2008
1550,Ader,Legend of Ancient 2/3,very challenging,7.45,74,2106,30-Mar-2008
1551,egyraider,Mystery of Rome (Il Mistero di Roma),,5.60,16,1076,25-Mar-2008
1552,Seilion,The Secret Zone (Die geheime Zone),,4.75,20,1178,25-Mar-2008
1553,Frank Petser,Unknown Tomb,,3.71,22,1500,22-Mar-2008
1554,hmkayfloh,Chinese Artefact,,7.13,17,1386,16-Mar-2008
1555,birdmonster,Sephernet Temple,,2.67,17,1150,11-Mar-2008
1556,Isis,The Last Resting Place of Chikas Pupanqui,medium,9.33,52,2700,28-Feb-2008
1557,Taras,Legio VI Victrix,very challenging,8.97,143,4020,26-Feb-2008
1558,Skyler Ortega,Colorful World (Manor Outside),easy,1.13,19,1754,24-Feb-2008
1559,Raymond,The Copacahuana Idol,very challenging,9.11,97,2898,16-Feb-2008
1560,T_Load,TR Adventure Peru,,5.54,63,1740,12-Feb-2008
1561,SuperGamer,The New Atlantis,,2.12,38,1466,10-Feb-2008
1562,Snap125,The Stone of Perseus 2,,7.50,80,1896,08-Feb-2008
1563,gabiza7,Cain's Home 2,,1.35,8,2558,08-Feb-2008
1564,gabiza7,Stone of the four Elements,,3.06,12,1302,08-Feb-2008
1565,Titak,Himalayan Mysteries - Full Version,challenging,9.85,167,20968,06-Feb-2008
1566,Ghostraider,Nautiqua,,8.28,20,1653,04-Feb-2008
1567,LePerk,Infiltrator,,8.86,19,2282,19-Jan-2008
1568,Trinity,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1569,Sarge,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1570,Mr Nice Guy,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1571,White Tiger,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1572,LeelooBastet,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1573,TRWad,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1574,Danilo Rocha,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1575,Bojrkraider,TR Search HQ - Emergency!,,9.48,150,7247,14-Jan-2008
1576,MpGrill,Above Hell,,7.56,98,2941,14-Jan-2008
1577,Lukasz Croft,"Kabul, Afghanistan - Episode 1",,8.31,69,2513,08-Jan-2008
1578,Ghostraider,Quattuor,,7.83,51,2049,06-Jan-2008
1579,Ruediger,Invasion of the Purple Spacepigs (Demo),,7.03,17,1741,06-Jan-2008
1580,Master,Sunken Castle,,7.54,18,1363,03-Jan-2008
1581,Sascha MG,Scroll of Life (Schrift des Lebens),,6.96,17,1254,03-Jan-2008
1582,Kevin18,Jungle Expedition 2,,7.31,24,1523,03-Jan-2008
1583,Pablo Fuentes,Brazilia Reloaded,,7.66,40,1573,02-Jan-2008
1584,mugs,BtB2008 - The Lost Inca Outpost,medium,7.84,53,2225,01-Jan-2008
1585,Cory Smith,BtB2008 - La Guardia del Monstruo,easy,6.66,37,1707,01-Jan-2008
1586,illyaine,BtB2008 - The Mystery of Oiccaprac,medium,7.55,48,2155,01-Jan-2008
1587,Die Basis,BtB2008 - The Mask of Ettal Otaihccam,challenging,7.99,50,2057,01-Jan-2008
1588,Kitkat,BtB2008 - The Death Mask Of Kween Quizi-Kal,easy,7.58,43,1754,01-Jan-2008
1589,Roli,BtB2008 - Pachacutec Inca's Valley,medium,8.31,68,2483,01-Jan-2008
1590,Dutchy,BtB2008 - Sweet Memories,challenging,9.09,56,2692,01-Jan-2008
1591,TC14,BtB2008 - The Riddle of Pacha Camac,medium,9.23,51,2648,01-Jan-2008
1592,Mikki,BtB2008 - Journey through the Andes,medium,7.44,46,1780,01-Jan-2008
1593,Horus,BtB2008 - Etalocohcilihc,medium,9.17,55,3034,01-Jan-2008
1594,userpaul,BtB2008 - The Lost Tomb of Secrets,medium,7.83,59,1768,01-Jan-2008
1595,eRIC,BtB2008 - Water of Life,challenging,9.38,62,2829,01-Jan-2008
1596,Jonson,BtB2008 - In Cuzco,medium,8.16,48,1753,01-Jan-2008
1597,Neso,BtB2008 - Incatacombs,medium,8.29,47,1718,01-Jan-2008
1598,Oxy,BtB2008 - Lost Treasure of Primal Breathe,challenging,7.54,62,2009,01-Jan-2008
1599,Thierry  Stoorne,BtB2008 - The City of Parabailarlabamba,medium,8.33,45,1911,01-Jan-2008
1600,Pouco2,BtB2008 - Chupacabra's Lair,medium,9.10,52,2593,01-Jan-2008
1601,Leroy,BtB2008 - ????,challenging,7.91,70,2083,01-Jan-2008
1602,TimJ,BtB2008 - Inti Is Watching You,medium,8.61,55,2160,01-Jan-2008
1603,Sheevah,Simply Purple,,9.30,24,8052,31-Dec-2007
1604,Mr XY,Waterfall Valley-Part 1,very challenging,9.29,39,3226,30-Dec-2007
1605,Kitkat,The Skribblerz Stonez 2 - Over the Rainbow,,8.16,151,3310,29-Dec-2007
1606,Aza,The Skribblerz Stonez 2 - Oak Island,,8.77,151,5378,29-Dec-2007
1607,Bedazzled,The Skribblerz Stonez 2 - Temple of the Stone,,8.01,151,3039,29-Dec-2007
1608,Amber Light,The Skribblerz Stonez 2 - Forgotten Realm 2: The Wanderers,,8.94,151,3755,29-Dec-2007
1609,Joker,Silent Night (Cicha Noc),,8.13,65,1958,28-Dec-2007
1610,Harry,Getting Pharos Knot,,5.63,15,1083,28-Dec-2007
1611,Aurelien52,Croft Manor,,6.06,25,2783,27-Dec-2007
1612,Horus,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1613,Codo,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1614,Mr XY,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1615,Tifa Nazah,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1616,masha,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1617,illyaine,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1618,Horus,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1619,Codo,LB Advent Calendar 2007 - Another Home,medium,8.63,42,5427,23-Dec-2007
1620,Nick,LB Advent Calendar 2007 - Christmas in Venice II,medium,7.87,35,2168,22-Dec-2007
1621,Sponge,LB Advent Calendar 2007 - Icy Winterdream 2,,7.58,25,1806,21-Dec-2007
1622,Tifa Nazah,LB Advent Calendar 2007 - FF7 Snowboard Minigame,easy,7.07,20,1525,19-Dec-2007
1623,Cain,Cain Tower,,1.40,13,1305,18-Dec-2007
1624,Mr XY,LB Advent Calendar 2007 - Snowwhite,medium,9.11,38,3540,14-Dec-2007
1625,Sponge,LB Advent Calendar 2007 - Icy Winterdream,easy,6.34,20,1729,12-Dec-2007
